일자|시간|구분,공급량
2019-03-03 08 G,3534.2942
2019-03-03 09 G,3515.1643
2019-03-03 10 G,3334.6753
2019-03-03 11 G,3173.2537
2019-03-03 12 G,2889.6843
2019-03-03 13 G,2674.2612
2019-03-03 14 G,2597.0852
2019-03-03 15 G,2413.7346
2019-03-03 16 G,2323.6853
2019-03-03 17 G,2358.3706
2019-03-03 18 G,2567.9587
2019-03-03 19 G,3033.2163
2019-03-03 20 G,3149.9778
2019-03-03 21 G,3049.432
2019-03-03 22 G,2925.9329
2019-03-03 23 G,2744.6938
2019-03-03 24 G,2538.5205
2019-03-04 01 G,2185.4155
2019-03-04 02 G,1859.4336
2019-03-04 03 G,1722.4136
2019-03-04 04 G,1708.6891
2019-03-04 05 G,1823.9263
2019-03-04 06 G,2058.0588
2019-03-04 07 G,2447.437
2019-03-04 08 G,2943.8884
2019-03-04 09 G,3008.6416
2019-03-04 10 G,2881.3887
2019-03-04 11 G,2764.7542
2019-03-04 12 G,2507.957
2019-03-04 13 G,2345.281
2019-03-04 14 G,2307.9111
2019-03-04 15 G,2200.364
2019-03-04 16 G,2134.2463
2019-03-04 17 G,2175.5522
2019-03-04 18 G,2376.162
2019-03-04 19 G,2833.4587
2019-03-04 20 G,2952.7556
2019-03-04 21 G,2859.2292
2019-03-04 22 G,2737.2236
2019-03-04 23 G,2569.8787
2019-03-04 24 G,2376.8123
2019-03-05 01 G,2287.6814
2019-03-05 02 G,1981.6215
2019-03-05 03 G,1869.3713
2019-03-05 04 G,1885.6488
2019-03-05 05 G,2043.2402
2019-03-05 06 G,2418.8325
2019-03-05 07 G,3019.412
2019-03-05 08 G,3588.4448
2019-03-05 09 G,3609.8687
2019-03-05 10 G,3430.986
2019-03-05 11 G,3243.4817
2019-03-05 12 G,2953.1794
2019-03-05 13 G,2760.896
2019-03-05 14 G,2716.647
2019-03-05 15 G,2613.7412
2019-03-05 16 G,2564.6545
2019-03-05 17 G,2632.0972
2019-03-05 18 G,2883.4844
2019-03-05 19 G,3363.1501
2019-03-05 20 G,3493.3035
2019-03-05 21 G,3461.1125
2019-03-05 22 G,3308.5168
2019-03-05 23 G,3143.7268
2019-03-05 24 G,2922.3904
2019-03-06 01 G,2653.1838
2019-03-06 02 G,2341.0657
2019-03-06 03 G,2190.046
2019-03-06 04 G,2217.8455
2019-03-06 05 G,2368.8333
2019-03-06 06 G,2683.7512
2019-03-06 07 G,3257.315
2019-03-06 08 G,3835.5923
2019-03-06 09 G,3834.7803
2019-03-06 10 G,3627.0227
2019-03-06 11 G,3420.4927
2019-03-06 12 G,3119.899
2019-03-06 13 G,2921.2122
2019-03-06 14 G,2871.1008
2019-03-06 15 G,2764.845
2019-03-06 16 G,2704.5703
2019-03-06 17 G,2760.1875
2019-03-06 18 G,3021.6702
2019-03-06 19 G,3534.2324
2019-03-06 20 G,3696.861
2019-03-06 21 G,3701.9827
2019-03-06 22 G,3622.9187
2019-03-06 23 G,3401.7573
2019-03-06 24 G,3156.7224
2019-03-07 01 G,2810.1047
2019-03-07 02 G,2490.1772
2019-03-07 03 G,2354.4277
2019-03-07 04 G,2333.6165
2019-03-07 05 G,2464.9993
2019-03-07 06 G,2771.0635
2019-03-07 07 G,3341.8816
2019-03-07 08 G,3900.7317
2019-03-07 09 G,3894.7708
2019-03-07 10 G,3682.813
2019-03-07 11 G,3465.6082
2019-03-07 12 G,3182.6345
2019-03-07 13 G,2991.4128
2019-03-07 14 G,2932.3762
2019-03-07 15 G,2826.6445
2019-03-07 16 G,2760.74
2019-03-07 17 G,2814.2634
2019-03-07 18 G,3067.1902
2019-03-07 19 G,3585.6272
2019-03-07 20 G,3745.0579
2019-03-07 21 G,3734.3245
2019-03-07 22 G,3658.034
2019-03-07 23 G,3448.025
2019-03-07 24 G,3185.1833
2019-03-08 01 G,2800.1497
2019-03-08 02 G,2482.9978
2019-03-08 03 G,2316.2659
2019-03-08 04 G,2322.142
2019-03-08 05 G,2481.0894
2019-03-08 06 G,2790.9387
2019-03-08 07 G,3367.7717
2019-03-08 08 G,3929.2876
2019-03-08 09 G,3920.994
2019-03-08 10 G,3710.8591
2019-03-08 11 G,3499.402
2019-03-08 12 G,3222.334
2019-03-08 13 G,3037.7231
2019-03-08 14 G,2982.4595
2019-03-08 15 G,2881.8591
2019-03-08 16 G,2820.9902
2019-03-08 17 G,2882.5496
2019-03-08 18 G,3143.4417
2019-03-08 19 G,3647.1199
2019-03-08 20 G,3806.393
2019-03-08 21 G,3801.3198
2019-03-08 22 G,3712.3123
2019-03-08 23 G,3501.3833
2019-03-08 24 G,3251.26
2019-03-09 01 G,2804.536
2019-03-09 02 G,2475.2664
2019-03-09 03 G,2309.9585
2019-03-09 04 G,2324.5415
2019-03-09 05 G,2478.6733
2019-03-09 06 G,2782.6082
2019-03-09 07 G,3354.3137
2019-03-09 08 G,3910.1133
2019-03-09 09 G,3874.376
2019-03-09 10 G,3640.0933
2019-03-09 11 G,3422.809
2019-03-09 12 G,3143.553
2019-03-09 13 G,2952.93
2019-03-09 14 G,2885.2517
2019-03-09 15 G,2774.2754
2019-03-09 16 G,2700.8408
2019-03-09 17 G,2757.5227
2019-03-09 18 G,2997.7788
2019-03-09 19 G,3503.8772
2019-03-09 20 G,3684.3933
2019-03-09 21 G,3677.501
2019-03-09 22 G,3564.5261
2019-03-09 23 G,3358.8647
2019-03-09 24 G,3098.7441
2019-03-10 01 G,2658.8926
2019-03-10 02 G,2332.362
2019-03-10 03 G,2147.8877
2019-03-10 04 G,2124.0247
2019-03-10 05 G,2230.5125
2019-03-10 06 G,2453.0552
2019-03-10 07 G,2946.1013
2019-03-10 08 G,3449.865
2019-03-10 09 G,3473.8186
2019-03-10 10 G,3318.5369
2019-03-10 11 G,3129.2822
2019-03-10 12 G,2856.5842
2019-03-10 13 G,2674.0627
2019-03-10 14 G,2627.3167
2019-03-10 15 G,2522.8801
2019-03-10 16 G,2458.057
2019-03-10 17 G,2515.691
2019-03-10 18 G,2760.8228
2019-03-10 19 G,3259.64
2019-03-10 20 G,3422.9998
2019-03-10 21 G,3391.8428
2019-03-10 22 G,3258.4475
2019-03-10 23 G,3049.0662
2019-03-10 24 G,2796.5413
2019-03-11 01 G,2283.8335
2019-03-11 02 G,1949.3712
2019-03-11 03 G,1783.9331
2019-03-11 04 G,1787.148
2019-03-11 05 G,1897.8889
2019-03-11 06 G,2127.537
2019-03-11 07 G,2568.2727
2019-03-11 08 G,3077.2937
2019-03-11 09 G,3107.0168
2019-03-11 10 G,2972.2808
2019-03-11 11 G,2780.2224
2019-03-11 12 G,2526.5723
2019-03-11 13 G,2353.181
2019-03-11 14 G,2313.0417
2019-03-11 15 G,2215.266
2019-03-11 16 G,2165.338
2019-03-11 17 G,2224.1929
2019-03-11 18 G,2457.2505
2019-03-11 19 G,2933.8691
2019-03-11 20 G,3071.086
2019-03-11 21 G,3044.1616
2019-03-11 22 G,2930.6694
2019-03-11 23 G,2755.7578
2019-03-11 24 G,2508.0364
2019-03-12 01 G,2418.6428
2019-03-12 02 G,2098.5857
2019-03-12 03 G,1941.2731
2019-03-12 04 G,1968.2968
2019-03-12 05 G,2113.921
2019-03-12 06 G,2414.2441
2019-03-12 07 G,2985.0483
2019-03-12 08 G,3562.319
2019-03-12 09 G,3522.8599
2019-03-12 10 G,3302.8386
2019-03-12 11 G,3090.5708
2019-03-12 12 G,2801.712
2019-03-12 13 G,2624.8284
2019-03-12 14 G,2551.448
2019-03-12 15 G,2440.9697
2019-03-12 16 G,2371.6963
2019-03-12 17 G,2429.5676
2019-03-12 18 G,2648.4304
2019-03-12 19 G,3108.9546
2019-03-12 20 G,3240.83
2019-03-12 21 G,3221.3862
2019-03-12 22 G,3134.9019
2019-03-12 23 G,2944.0796
2019-03-12 24 G,2690.636
2019-03-13 01 G,2313.966
2019-03-13 02 G,1990.3708
2019-03-13 03 G,1823.8655
2019-03-13 04 G,1829.8181
2019-03-13 05 G,1958.5681
2019-03-13 06 G,2253.1475
2019-03-13 07 G,2807.118
2019-03-13 08 G,3332.806
2019-03-13 09 G,3305.9587
2019-03-13 10 G,3095.358
2019-03-13 11 G,2890.9966
2019-03-13 12 G,2629.962
2019-03-13 13 G,2434.6965
2019-03-13 14 G,2348.0247
2019-03-13 15 G,2237.82
2019-03-13 16 G,2170.7969
2019-03-13 17 G,2217.8167
2019-03-13 18 G,2425.199
2019-03-13 19 G,2798.9937
2019-03-13 20 G,2921.6858
2019-03-13 21 G,2916.1567
2019-03-13 22 G,2829.982
2019-03-13 23 G,2663.2173
2019-03-13 24 G,2416.1162
2019-03-14 01 G,2066.0457
2019-03-14 02 G,1739.9514
2019-03-14 03 G,1571.6522
2019-03-14 04 G,1576.5138
2019-03-14 05 G,1708.6077
2019-03-14 06 G,2000.5045
2019-03-14 07 G,2554.0715
2019-03-14 08 G,3085.5469
2019-03-14 09 G,3065.097
2019-03-14 10 G,2864.8257
2019-03-14 11 G,2665.726
2019-03-14 12 G,2404.503
2019-03-14 13 G,2232.29
2019-03-14 14 G,2148.8606
2019-03-14 15 G,2047.1476
2019-03-14 16 G,1981.4852
2019-03-14 17 G,2025.8103
2019-03-14 18 G,2205.905
2019-03-14 19 G,2566.6667
2019-03-14 20 G,2692.9355
2019-03-14 21 G,2661.7522
2019-03-14 22 G,2559.4216
2019-03-14 23 G,2379.2388
2019-03-14 24 G,2148.99
2019-03-15 01 G,1986.0413
2019-03-15 02 G,1663.1564
2019-03-15 03 G,1497.2201
2019-03-15 04 G,1521.5555
2019-03-15 05 G,1647.5325
2019-03-15 06 G,1932.5211
2019-03-15 07 G,2425.6587
2019-03-15 08 G,2942.658
2019-03-15 09 G,2929.4133
2019-03-15 10 G,2755.9172
2019-03-15 11 G,2561.6167
2019-03-15 12 G,2397.0598
2019-03-15 13 G,2251.7908
2019-03-15 14 G,2208.33
2019-03-15 15 G,2118.575
2019-03-15 16 G,2058.3708
2019-03-15 17 G,2105.694
2019-03-15 18 G,2310.3914
2019-03-15 19 G,2655.6016
2019-03-15 20 G,2788.7253
2019-03-15 21 G,2782.2742
2019-03-15 22 G,2691.0747
2019-03-15 23 G,2514.5432
2019-03-15 24 G,2286.9731
2019-03-16 01 G,2141.5974
2019-03-16 02 G,1824.6073
2019-03-16 03 G,1671.642
2019-03-16 04 G,1703.6995
2019-03-16 05 G,1823.6759
2019-03-16 06 G,2128.2324
2019-03-16 07 G,2667.0486
2019-03-16 08 G,3181.572
2019-03-16 09 G,3154.205
2019-03-16 10 G,2960.6282
2019-03-16 11 G,2768.3906
2019-03-16 12 G,2543.6003
2019-03-16 13 G,2379.6423
2019-03-16 14 G,2329.4482
2019-03-16 15 G,2229.4548
2019-03-16 16 G,2172.2227
2019-03-16 17 G,2211.1223
2019-03-16 18 G,2416.2856
2019-03-16 19 G,2780.4841
2019-03-16 20 G,2917.855
2019-03-16 21 G,2937.009
2019-03-16 22 G,2872.344
2019-03-16 23 G,2703.9788
2019-03-16 24 G,2499.317
2019-03-17 01 G,2211.479
2019-03-17 02 G,1889.6271
2019-03-17 03 G,1736.5175
2019-03-17 04 G,1745.5714
2019-03-17 05 G,1841.4032
2019-03-17 06 G,2091.9673
2019-03-17 07 G,2522.1877
2019-03-17 08 G,3025.0466
2019-03-17 09 G,3011.607
2019-03-17 10 G,2882.2788
2019-03-17 11 G,2694.6377
2019-03-17 12 G,2471.7966
2019-03-17 13 G,2319.8066
2019-03-17 14 G,2263.9458
2019-03-17 15 G,2160.7112
2019-03-17 16 G,2106.4333
2019-03-17 17 G,2140.094
2019-03-17 18 G,2338.522
2019-03-17 19 G,2720.8784
2019-03-17 20 G,2856.1548
2019-03-17 21 G,2847.1467
2019-03-17 22 G,2762.2651
2019-03-17 23 G,2567.1729
2019-03-17 24 G,2347.4788
2019-03-18 01 G,1990.4672
2019-03-18 02 G,1689.7405
2019-03-18 03 G,1523.4556
2019-03-18 04 G,1523.1614
2019-03-18 05 G,1601.3074
2019-03-18 06 G,1817.1982
2019-03-18 07 G,2268.919
2019-03-18 08 G,2769.0884
2019-03-18 09 G,2778.9814
2019-03-18 10 G,2699.676
2019-03-18 11 G,2547.1064
2019-03-18 12 G,2362.4636
2019-03-18 13 G,2232.1812
2019-03-18 14 G,2186.188
2019-03-18 15 G,2090.4216
2019-03-18 16 G,2039.355
2019-03-18 17 G,2081.1597
2019-03-18 18 G,2289.1494
2019-03-18 19 G,2689.6917
2019-03-18 20 G,2830.2056
2019-03-18 21 G,2777.6743
2019-03-18 22 G,2680.0742
2019-03-18 23 G,2473.1943
2019-03-18 24 G,2230.0916
2019-03-19 01 G,2114.988
2019-03-19 02 G,1812.5195
2019-03-19 03 G,1662.6022
2019-03-19 04 G,1686.4952
2019-03-19 05 G,1808.1145
2019-03-19 06 G,2129.9856
2019-03-19 07 G,2691.581
2019-03-19 08 G,3226.6067
2019-03-19 09 G,3192.3289
2019-03-19 10 G,3055.81
2019-03-19 11 G,2875.492
2019-03-19 12 G,2674.388
2019-03-19 13 G,2542.971
2019-03-19 14 G,2533.5361
2019-03-19 15 G,2450.2751
2019-03-19 16 G,2400.7458
2019-03-19 17 G,2441.4253
2019-03-19 18 G,2648.9731
2019-03-19 19 G,3067.0042
2019-03-19 20 G,3216.1274
2019-03-19 21 G,3178.2747
2019-03-19 22 G,3143.1372
2019-03-19 23 G,2941.6167
2019-03-19 24 G,2659.9783
2019-03-20 01 G,2392.9717
2019-03-20 02 G,2105.3054
2019-03-20 03 G,1963.4666
2019-03-20 04 G,1983.0901
2019-03-20 05 G,2124.3323
2019-03-20 06 G,2418.8818
2019-03-20 07 G,2988.1353
2019-03-20 08 G,3516.8145
2019-03-20 09 G,3500.0095
2019-03-20 10 G,3344.469
2019-03-20 11 G,3161.9548
2019-03-20 12 G,2958.3726
2019-03-20 13 G,2816.3875
2019-03-20 14 G,2812.623
2019-03-20 15 G,2737.0476
2019-03-20 16 G,2707.2368
2019-03-20 17 G,2767.5908
2019-03-20 18 G,2989.9333
2019-03-20 19 G,3469.2793
2019-03-20 20 G,3656.3489
2019-03-20 21 G,3613.5178
2019-03-20 22 G,3559.815
2019-03-20 23 G,3360.0498
2019-03-20 24 G,3115.306
2019-03-21 01 G,2723.4558
2019-03-21 02 G,2417.8303
2019-03-21 03 G,2283.1365
2019-03-21 04 G,2304.4324
2019-03-21 05 G,2444.9802
2019-03-21 06 G,2736.5679
2019-03-21 07 G,3326.4888
2019-03-21 08 G,3848.224
2019-03-21 09 G,3814.3477
2019-03-21 10 G,3652.3674
2019-03-21 11 G,3469.4097
2019-03-21 12 G,3250.9211
2019-03-21 13 G,3095.518
2019-03-21 14 G,3094.82
2019-03-21 15 G,3020.4849
2019-03-21 16 G,2992.022
2019-03-21 17 G,3052.8723
2019-03-21 18 G,3262.7395
2019-03-21 19 G,3712.6765
2019-03-21 20 G,3883.1982
2019-03-21 21 G,3840.2788
2019-03-21 22 G,3790.1785
2019-03-21 23 G,3581.1345
2019-03-21 24 G,3342.6174
2019-03-22 01 G,2709.3643
2019-03-22 02 G,2406.163
2019-03-22 03 G,2260.1462
2019-03-22 04 G,2276.612
2019-03-22 05 G,2389.705
2019-03-22 06 G,2662.0032
2019-03-22 07 G,3232.5166
2019-03-22 08 G,3730.0818
2019-03-22 09 G,3666.381
2019-03-22 10 G,3455.928
2019-03-22 11 G,3259.4407
2019-03-22 12 G,3000.1475
2019-03-22 13 G,2841.7769
2019-03-22 14 G,2791.4543
2019-03-22 15 G,2696.551
2019-03-22 16 G,2653.6572
2019-03-22 17 G,2709.598
2019-03-22 18 G,2929.2827
2019-03-22 19 G,3385.0808
2019-03-22 20 G,3599.737
2019-03-22 21 G,3560.8262
2019-03-22 22 G,3506.8037
2019-03-22 23 G,3307.332
2019-03-22 24 G,3086.7488
2019-03-23 01 G,2554.223
2019-03-23 02 G,2239.686
2019-03-23 03 G,2089.4473
2019-03-23 04 G,2115.398
2019-03-23 05 G,2217.835
2019-03-23 06 G,2501.3765
2019-03-23 07 G,3079.5051
2019-03-23 08 G,3596.4841
2019-03-23 09 G,3538.6873
2019-03-23 10 G,3325.6794
2019-03-23 11 G,3123.1497
2019-03-23 12 G,2879.2903
2019-03-23 13 G,2715.2654
2019-03-23 14 G,2650.6501
2019-03-23 15 G,2548.1602
2019-03-23 16 G,2502.7668
2019-03-23 17 G,2552.9185
2019-03-23 18 G,2753.1643
2019-03-23 19 G,3212.7356
2019-03-23 20 G,3404.5588
2019-03-23 21 G,3369.5742
2019-03-23 22 G,3315.5981
2019-03-23 23 G,3117.8748
2019-03-23 24 G,2914.7644
2019-03-24 01 G,2413.2466
2019-03-24 02 G,2081.2542
2019-03-24 03 G,1907.2036
2019-03-24 04 G,1907.3473
2019-03-24 05 G,1991.9761
2019-03-24 06 G,2232.5388
2019-03-24 07 G,2736.094
2019-03-24 08 G,3228.995
2019-03-24 09 G,3170.3687
2019-03-24 10 G,3003.8599
2019-03-24 11 G,2827.2317
2019-03-24 12 G,2584.4893
2019-03-24 13 G,2430.0688
2019-03-24 14 G,2363.9749
2019-03-24 15 G,2260.1926
2019-03-24 16 G,2191.176
2019-03-24 17 G,2231.7195
2019-03-24 18 G,2435.5698
2019-03-24 19 G,2866.7722
2019-03-24 20 G,3038.9968
2019-03-24 21 G,3002.0706
2019-03-24 22 G,2932.5786
2019-03-24 23 G,2741.7742
2019-03-24 24 G,2540.7263
2019-03-25 01 G,2201.3643
2019-03-25 02 G,1880.4785
2019-03-25 03 G,1703.3429
2019-03-25 04 G,1689.0657
2019-03-25 05 G,1769.2942
2019-03-25 06 G,1963.5298
2019-03-25 07 G,2407.8516
2019-03-25 08 G,2864.284
2019-03-25 09 G,2852.374
2019-03-25 10 G,2747.843
2019-03-25 11 G,2575.3225
2019-03-25 12 G,2344.3987
2019-03-25 13 G,2194.008
2019-03-25 14 G,2132.267
2019-03-25 15 G,2038.9393
2019-03-25 16 G,1962.7932
2019-03-25 17 G,1999.4957
2019-03-25 18 G,2201.0544
2019-03-25 19 G,2608.4626
2019-03-25 20 G,2770.387
2019-03-25 21 G,2745.3545
2019-03-25 22 G,2680.6013
2019-03-25 23 G,2500.0525
2019-03-25 24 G,2269.5535
2019-03-26 01 G,2123.7952
2019-03-26 02 G,1818.9924
2019-03-26 03 G,1670.5463
2019-03-26 04 G,1690.8633
2019-03-26 05 G,1821.3712
2019-03-26 06 G,2119.4314
2019-03-26 07 G,2678.9873
2019-03-26 08 G,3162.0913
2019-03-26 09 G,3098.4229
2019-03-26 10 G,2930.016
2019-03-26 11 G,2754.283
2019-03-26 12 G,2517.651
2019-03-26 13 G,2362.2175
2019-03-26 14 G,2296.1948
2019-03-26 15 G,2196.8862
2019-03-26 16 G,2128.669
2019-03-26 17 G,2152.4827
2019-03-26 18 G,2330.8843
2019-03-26 19 G,2718.3657
2019-03-26 20 G,2919.2798
2019-03-26 21 G,2912.518
2019-03-26 22 G,2839.3093
2019-03-26 23 G,2659.277
2019-03-26 24 G,2423.9907
2019-03-27 01 G,2151.6936
2019-03-27 02 G,1845.4559
2019-03-27 03 G,1697.1821
2019-03-27 04 G,1708.581
2019-03-27 05 G,1838.1279
2019-03-27 06 G,2095.7642
2019-03-27 07 G,2655.4692
2019-03-27 08 G,3132.6436
2019-03-27 09 G,3057.7664
2019-03-27 10 G,2901.6106
2019-03-27 11 G,2732.8103
2019-03-27 12 G,2498.5884
2019-03-27 13 G,2355.804
2019-03-27 14 G,2291.3306
2019-03-27 15 G,2189.3655
2019-03-27 16 G,2125.2693
2019-03-27 17 G,2155.1462
2019-03-27 18 G,2308.6401
2019-03-27 19 G,2615.6401
2019-03-27 20 G,2776.4272
2019-03-27 21 G,2742.7512
2019-03-27 22 G,2678.5376
2019-03-27 23 G,2527.5164
2019-03-27 24 G,2309.76
2019-03-28 01 G,1965.7898
2019-03-28 02 G,1672.8412
2019-03-28 03 G,1548.7292
2019-03-28 04 G,1555.1726
2019-03-28 05 G,1655.2627
2019-03-28 06 G,1906.3213
2019-03-28 07 G,2436.447
2019-03-28 08 G,2904.9465
2019-03-28 09 G,2835.7017
2019-03-28 10 G,2678.5789
2019-03-28 11 G,2524.433
2019-03-28 12 G,2326.901
2019-03-28 13 G,2205.6987
2019-03-28 14 G,2155.5696
2019-03-28 15 G,2075.3103
2019-03-28 16 G,2015.1135
2019-03-28 17 G,2032.8881
2019-03-28 18 G,2205.117
2019-03-28 19 G,2474.346
2019-03-28 20 G,2573.9773
2019-03-28 21 G,2550.3467
2019-03-28 22 G,2494.7173
2019-03-28 23 G,2346.4084
2019-03-28 24 G,2168.0657
2019-03-29 01 G,1823.5029
2019-03-29 02 G,1565.6389
2019-03-29 03 G,1432.994
2019-03-29 04 G,1443.0521
2019-03-29 05 G,1542.2024
2019-03-29 06 G,1811.2179
2019-03-29 07 G,2344.5508
2019-03-29 08 G,2809.838
2019-03-29 09 G,2751.4453
2019-03-29 10 G,2605.1375
2019-03-29 11 G,2465.285
2019-03-29 12 G,2276.398
2019-03-29 13 G,2165.23
2019-03-29 14 G,2114.217
2019-03-29 15 G,2024.0132
2019-03-29 16 G,1965.4119
2019-03-29 17 G,1969.5175
2019-03-29 18 G,2127.0806
2019-03-29 19 G,2393.3228
2019-03-29 20 G,2511.7441
2019-03-29 21 G,2487.0732
2019-03-29 22 G,2430.2888
2019-03-29 23 G,2275.3206
2019-03-29 24 G,2099.146
2019-03-30 01 G,1853.1727
2019-03-30 02 G,1608.8232
2019-03-30 03 G,1458.7032
2019-03-30 04 G,1461.0056
2019-03-30 05 G,1566.1733
2019-03-30 06 G,1847.6663
2019-03-30 07 G,2401.9778
2019-03-30 08 G,2866.1086
2019-03-30 09 G,2760.3054
2019-03-30 10 G,2595.4854
2019-03-30 11 G,2472.6365
2019-03-30 12 G,2269.4587
2019-03-30 13 G,2162.1555
2019-03-30 14 G,2108.7346
2019-03-30 15 G,2019.2394
2019-03-30 16 G,1957.4104
2019-03-30 17 G,1959.9124
2019-03-30 18 G,2083.883
2019-03-30 19 G,2315.4194
2019-03-30 20 G,2421.1033
2019-03-30 21 G,2379.9985
2019-03-30 22 G,2343.7153
2019-03-30 23 G,2174.7415
2019-03-30 24 G,2010.1968
2019-03-31 01 G,1659.4778
2019-03-31 02 G,1466.868
2019-03-31 03 G,1266.1091
2019-03-31 04 G,1195.6885
2019-03-31 05 G,1284.0619
2019-03-31 06 G,1502.3469
2019-03-31 07 G,1903.5737
2019-03-31 08 G,2382.3335
2019-03-31 09 G,2343.585
2019-03-31 10 G,2209.0823
2019-03-31 11 G,2106.8452
2019-03-31 12 G,1922.2173
2019-03-31 13 G,1841.5892
2019-03-31 14 G,1794.5524
2019-03-31 15 G,1730.4508
2019-03-31 16 G,1645.1302
2019-03-31 17 G,1628.8762
2019-03-31 18 G,1756.2029
2019-03-31 19 G,1947.6075
2019-03-31 20 G,2022.787
2019-03-31 21 G,1975.1653
2019-03-31 22 G,1922.8693
2019-03-31 23 G,1782.2122
2019-03-31 24 G,1633.388
2019-01-01 01 H,400.4729
2019-01-01 02 H,402.81003
2019-01-01 03 H,345.12854
2019-01-01 04 H,392.00034
2019-01-01 05 H,394.844
2019-01-01 06 H,377.7207
2019-01-01 07 H,384.95544
2019-01-01 08 H,440.85645
2019-01-01 09 H,525.40735
2019-01-01 10 H,517.70184
2019-01-01 11 H,509.6622
2019-01-01 12 H,444.2788
2019-01-01 13 H,422.1082
2019-01-01 14 H,405.38092
2019-01-01 15 H,395.93716
2019-01-01 16 H,403.9245
2019-01-01 17 H,449.04825
2019-01-01 18 H,502.06534
2019-01-01 19 H,557.79175
2019-01-01 20 H,549.21027
2019-01-01 21 H,544.1112
2019-01-01 22 H,526.29376
2019-01-01 23 H,484.6776
2019-01-01 24 H,493.9581
2019-01-02 01 H,392.54034
2019-01-02 02 H,312.4474
2019-01-02 03 H,296.08066
2019-01-02 04 H,318.5492
2019-01-02 05 H,369.38327
2019-01-02 06 H,390.53406
2019-01-02 07 H,506.48795
2019-01-02 08 H,603.1968
2019-01-02 09 H,629.9563
2019-01-02 10 H,585.5326
2019-01-02 11 H,568.15576
2019-01-02 12 H,505.07108
2019-01-02 13 H,485.1924
2019-01-02 14 H,471.3515
2019-01-02 15 H,455.98862
2019-01-02 16 H,449.52786
2019-01-02 17 H,494.41348
2019-01-02 18 H,567.29456
2019-01-02 19 H,654.6748
2019-01-02 20 H,666.4007
2019-01-02 21 H,660.14874
2019-01-02 22 H,643.62225
2019-01-02 23 H,585.0023
2019-01-02 24 H,560.7965
2019-01-03 01 H,451.05017
2019-01-03 02 H,372.37964
2019-01-03 03 H,358.1423
2019-01-03 04 H,382.60297
2019-01-03 05 H,417.2468
2019-01-03 06 H,464.556
2019-01-03 07 H,561.47766
2019-01-03 08 H,662.694
2019-01-03 09 H,716.70557
2019-01-03 10 H,654.0092
2019-01-03 11 H,607.70935
2019-01-03 12 H,543.4187
2019-01-03 13 H,500.92563
2019-01-03 14 H,482.71317
2019-01-03 15 H,457.08704
2019-01-03 16 H,458.57352
2019-01-03 17 H,501.54803
2019-01-03 18 H,576.8319
2019-01-03 19 H,682.1612
2019-01-03 20 H,689.326
2019-01-03 21 H,703.1605
2019-01-03 22 H,699.8933
2019-01-03 23 H,642.10876
2019-01-03 24 H,604.29047
2019-01-04 01 H,511.69437
2019-01-04 02 H,432.21494
2019-01-04 03 H,400.0693
2019-01-04 04 H,418.8981
2019-01-04 05 H,445.89227
2019-01-04 06 H,467.33258
2019-01-04 07 H,571.7682
2019-01-04 08 H,652.3422
2019-01-04 09 H,700.2468
2019-01-04 10 H,658.94977
2019-01-04 11 H,617.67114
2019-01-04 12 H,552.133
2019-01-04 13 H,517.19226
2019-01-04 14 H,507.87985
2019-01-04 15 H,487.63193
2019-01-04 16 H,495.67474
2019-01-04 17 H,548.11237
2019-01-04 18 H,606.34314
2019-01-04 19 H,674.76447
2019-01-04 20 H,677.2602
2019-01-04 21 H,689.7145
2019-01-04 22 H,672.3228
2019-01-04 23 H,598.12787
2019-01-04 24 H,574.1606
2019-01-05 01 H,496.87982
2019-01-05 02 H,437.14795
2019-01-05 03 H,408.2668
2019-01-05 04 H,425.97403
2019-01-05 05 H,457.71756
2019-01-05 06 H,475.6898
2019-01-05 07 H,596.0284
2019-01-05 08 H,724.60846
2019-01-05 09 H,723.4122
2019-01-05 10 H,635.16547
2019-01-05 11 H,570.4945
2019-01-05 12 H,495.80438
2019-01-05 13 H,450.54504
2019-01-05 14 H,434.96548
2019-01-05 15 H,408.20917
2019-01-05 16 H,423.31122
2019-01-05 17 H,477.53098
2019-01-05 18 H,553.26
2019-01-05 19 H,619.78296
2019-01-05 20 H,624.546
2019-01-05 21 H,642.60034
2019-01-05 22 H,626.178
2019-01-05 23 H,546.37305
2019-01-05 24 H,518.8375
2019-01-06 01 H,518.51654
2019-01-06 02 H,456.5767
2019-01-06 03 H,415.64368
2019-01-06 04 H,438.0874
2019-01-06 05 H,470.8773
2019-01-06 06 H,455.91653
2019-01-06 07 H,491.6645
2019-01-06 08 H,595.83057
2019-01-06 09 H,625.2329
2019-01-06 10 H,566.5464
2019-01-06 11 H,514.3003
2019-01-06 12 H,444.13263
2019-01-06 13 H,399.6761
2019-01-06 14 H,387.93628
2019-01-06 15 H,357.1544
2019-01-06 16 H,357.28925
2019-01-06 17 H,398.85297
2019-01-06 18 H,454.20383
2019-01-06 19 H,531.8627
2019-01-06 20 H,523.25336
2019-01-06 21 H,546.9617
2019-01-06 22 H,531.9187
2019-01-06 23 H,454.71283
2019-01-06 24 H,425.805
2019-01-07 01 H,451.64398
2019-01-07 02 H,387.0521
2019-01-07 03 H,408.37152
2019-01-07 04 H,383.78268
2019-01-07 05 H,410.5281
2019-01-07 06 H,400.04904
2019-01-07 07 H,396.96426
